zpid,bucketType,rate,rateSource,lastUpdatedTimestamp,lastUpdatedDate,lmi_id,ls_id,lti_id
27826428,"Arm 5 Bucket",6.733,ZGMI,"2024-11-20 23:08:11",2024-11-20,624,7402,57517
80531915,"Arm 5 Bucket",6.733,ZGMI,"2024-11-20 23:25:55",2024-11-20,625,11862,14743
102496406,"Arm 5 Bucket",6.733,ZGMI,"2024-11-20 22:57:34",2024-11-20,626,7242,36871
337146010,"Arm 5 Bucket",6.733,ZGMI,"2024-11-20 23:38:18",2024-11-20,627,7888,37596
442743035,"Arm 5 Bucket",6.733,ZGMI,"2024-11-20 21:31:36",2024-11-20,628,11125,NULL
52411340,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 21:32:44",2024-11-20,629,11515,13990
2102245412,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 21:27:01",2024-11-20,630,7250,NULL
442737561,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 22:15:09",2024-11-20,631,2880,NULL
249894661,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 22:24:57",2024-11-20,632,3016,5129
60652648,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 22:15:15",2024-11-20,633,12023,9881
60636485,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 21:37:49",2024-11-20,634,7485,19584
442703741,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 21:28:53",2024-11-20,635,304,NULL
442742290,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 21:26:39",2024-11-20,636,11733,NULL
338214030,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 22:40:46",2024-11-20,637,11095,28676
65089512,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 22:04:42",2024-11-20,638,11397,11159
26461574,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 22:29:06",2024-11-20,639,79,34712
442737783,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 22:26:32",2024-11-20,640,2749,NULL
60676521,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 22:13:34",2024-11-20,641,8125,39450
442717903,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 21:21:17",2024-11-20,642,161,NULL
250990001,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 21:24:02",2024-11-20,643,12085,11597
26758856,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 22:20:48",2024-11-20,644,7979,44682
299722352,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 22:00:14",2024-11-20,645,7225,28589
112150410,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 21:30:00",2024-11-20,646,7232,35024
26394376,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 22:11:28",2024-11-20,647,11011,5921
28447024,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 21:54:14",2024-11-20,648,11044,13377
339419383,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 21:27:03",2024-11-20,649,222,56568
2067049666,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 21:28:15",2024-11-20,650,7332,43776
352272214,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 22:30:17",2024-11-20,651,146,NULL
52399972,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 22:09:26",2024-11-20,652,12230,12572
442737558,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 21:39:35",2024-11-20,653,3042,NULL
350922153,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 22:20:23",2024-11-20,654,66,NULL
60626332,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 22:37:04",2024-11-20,655,11312,11684
60692150,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 22:30:48",2024-11-20,656,7255,41313
62596758,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 21:33:05",2024-11-20,657,7186,36673
28455250,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 21:20:57",2024-11-20,658,11399,14687
28293271,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 21:44:37",2024-11-20,659,11584,13224
28446861,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 21:53:27",2024-11-20,660,7386,35309
2054674178,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 22:13:01",2024-11-20,661,29,NULL
338057872,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 21:30:05",2024-11-20,662,7464,35620
442729052,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 21:45:23",2024-11-20,663,3030,NULL
336887978,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 22:41:44",2024-11-20,664,11217,10886
26883807,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 21:12:52",2024-11-20,665,7563,49552
2053941395,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 21:28:02",2024-11-20,666,200,NULL
442728996,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 22:22:11",2024-11-20,667,2792,NULL
60082149,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 21:38:29",2024-11-20,668,7613,50478
97603925,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 21:24:46",2024-11-20,669,10947,13282
80231088,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 22:37:03",2024-11-20,670,7142,40078
29439825,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 22:13:06",2024-11-20,671,11573,14178
60713440,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 22:24:10",2024-11-20,672,11319,10813
27943579,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 22:17:44",2024-11-20,673,11596,28886
347332170,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 21:17:19",2024-11-20,674,2961,NULL
60666342,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 21:40:17",2024-11-20,675,11308,10019
28260144,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 22:23:21",2024-11-20,676,7661,16056
440036984,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 22:40:54",2024-11-20,677,50,30148
28079256,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 22:20:06",2024-11-20,678,7154,37003
60725130,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 22:20:26",2024-11-20,679,8019,35040
2056497496,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 21:27:12",2024-11-20,680,3009,NULL
352370209,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 21:28:39",2024-11-20,681,156,NULL
60667139,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 22:35:27",2024-11-20,682,7731,4821
70356971,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 21:25:41",2024-11-20,683,11115,12942
439682950,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 21:37:54",2024-11-20,684,11706,NULL
28244741,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 21:26:10",2024-11-20,685,7610,5307
26785466,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 22:22:05",2024-11-20,686,7700,41783
26360413,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 22:33:30",2024-11-20,687,11996,11192
244680358,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 21:22:58",2024-11-20,688,12032,11367
60675090,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 22:22:23",2024-11-20,689,7926,8974
442729051,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 22:24:27",2024-11-20,690,2856,NULL
349016837,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 21:28:40",2024-11-20,691,101,NULL
28244009,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 22:29:20",2024-11-20,692,6806,14042
2054462670,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 22:00:13",2024-11-20,693,323,NULL
442741022,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 21:53:28",2024-11-20,694,2989,NULL
339853621,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 21:42:27",2024-11-20,695,228,17117
28508724,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 22:32:04",2024-11-20,696,7384,16892
2093982564,"Arm 5 Bucket",6.782,ZGMI,"2024-11-20 23:08:28",2024-11-20,697,7269,NULL
95646039,"Arm 5 Bucket",6.782,ZGMI,"2024-11-20 23:25:40",2024-11-20,698,11108,9860
20801621,"Arm 5 Bucket",6.782,ZGMI,"2024-11-20 23:14:01",2024-11-20,699,7737,22757
16779483,"Arm 5 Bucket",6.782,ZGMI,"2024-11-20 23:45:45",2024-11-20,700,5570,11535
88090723,"Arm 5 Bucket",6.25,ZGMI,"2024-11-20 22:15:25",2024-11-20,701,8011,25838
88687215,"Arm 5 Bucket",6.25,ZGMI,"2024-11-20 23:07:28",2024-11-20,702,2954,15385
88268411,"Arm 5 Bucket",6.25,ZGMI,"2024-11-20 22:27:42",2024-11-20,703,11454,15473
88672429,"Arm 5 Bucket",6.25,ZGMI,"2024-11-20 22:11:00",2024-11-20,704,7534,39755
16766022,"Arm 5 Bucket",6.782,ZGMI,"2024-11-20 23:32:17",2024-11-20,705,8043,20041
16970243,"Arm 5 Bucket",6.782,ZGMI,"2024-11-20 23:06:54",2024-11-20,706,7407,4871
332849922,"Arm 5 Bucket",6.782,ZGMI,"2024-11-20 23:50:27",2024-11-20,707,7492,4431
19981242,"Arm 5 Bucket",6.782,ZGMI,"2024-11-20 23:12:47",2024-11-20,708,10920,10983
442741160,"Arm 5 Bucket",6.782,ZGMI,"2024-11-20 23:32:47",2024-11-20,709,2874,NULL
20012856,"Arm 5 Bucket",6.782,ZGMI,"2024-11-20 23:24:04",2024-11-20,710,7138,17480
335654716,"Arm 5 Bucket",6.782,ZGMI,"2024-11-20 23:16:27",2024-11-20,711,321,18036
20546495,"Arm 5 Bucket",6.782,ZGMI,"2024-11-20 23:09:15",2024-11-20,712,7986,43053
20545843,"Arm 5 Bucket",6.782,ZGMI,"2024-11-20 23:14:56",2024-11-20,713,11887,10072
20631987,"Arm 5 Bucket",6.782,ZGMI,"2024-11-20 23:38:41",2024-11-20,714,32,40879
20030343,"Arm 5 Bucket",6.782,ZGMI,"2024-11-20 22:51:33",2024-11-20,715,11973,11585
333211591,"Arm 5 Bucket",6.782,ZGMI,"2024-11-20 23:52:09",2024-11-20,716,7585,44494
19940652,"Arm 5 Bucket",6.782,ZGMI,"2024-11-20 23:36:41",2024-11-20,717,11618,11648
16963861,"Arm 5 Bucket",6.782,ZGMI,"2024-11-20 23:11:20",2024-11-20,718,11979,9766
20748660,"Arm 5 Bucket",6.782,ZGMI,"2024-11-20 23:07:00",2024-11-20,719,7924,29390
20623386,"Arm 5 Bucket",6.782,ZGMI,"2024-11-20 23:31:49",2024-11-20,720,165,10449
439655155,"Arm 5 Bucket",6.782,ZGMI,"2024-11-20 23:49:49",2024-11-20,721,5556,NULL
17196408,"Arm 5 Bucket",6.782,ZGMI,"2024-11-20 23:18:26",2024-11-20,722,10997,11862
20742952,"Arm 5 Bucket",6.782,ZGMI,"2024-11-20 23:42:58",2024-11-20,723,11961,11003
295352025,"Arm 5 Bucket",6.782,ZGMI,"2024-11-20 23:20:38",2024-11-20,724,7373,48237
442720661,"Arm 5 Bucket",6.782,ZGMI,"2024-11-20 23:26:16",2024-11-20,725,87,NULL
20022323,"Arm 5 Bucket",6.782,ZGMI,"2024-11-20 23:38:25",2024-11-20,726,52,16828
442726549,"Arm 5 Bucket",6.782,ZGMI,"2024-11-20 23:14:22",2024-11-20,727,6836,NULL
442743852,"Arm 5 Bucket",6.782,ZGMI,"2024-11-20 23:49:33",2024-11-20,728,10885,NULL
295351847,"Arm 5 Bucket",6.782,ZGMI,"2024-11-20 23:09:02",2024-11-20,729,12022,11891
20601537,"Arm 5 Bucket",6.782,ZGMI,"2024-11-20 23:38:48",2024-11-20,730,12077,10941
20450403,"Arm 5 Bucket",6.782,ZGMI,"2024-11-20 23:34:10",2024-11-20,731,11017,11224
19952657,"Arm 5 Bucket",6.782,ZGMI,"2024-11-20 23:49:16",2024-11-20,732,7187,8662
11510647,"Arm 5 Bucket",6.87,ZGMI,"2024-11-20 22:11:41",2024-11-20,733,10894,10844
333136392,"Arm 5 Bucket",6.87,ZGMI,"2024-11-20 22:14:31",2024-11-20,734,11282,5741
80951430,"Arm 5 Bucket",6.87,ZGMI,"2024-11-20 22:29:57",2024-11-20,735,16590,10778
2097532682,"Arm 5 Bucket",6.87,ZGMI,"2024-11-20 21:07:52",2024-11-20,736,7481,NULL
11289894,"Arm 5 Bucket",6.87,ZGMI,"2024-11-20 22:11:33",2024-11-20,737,7578,13637
442743369,"Arm 5 Bucket",6.87,ZGMI,"2024-11-20 21:48:15",2024-11-20,738,11402,NULL
10241000,"Arm 5 Bucket",6.87,ZGMI,"2024-11-20 22:10:26",2024-11-20,739,80,50864
2054071321,"Arm 5 Bucket",6.87,ZGMI,"2024-11-20 21:51:37",2024-11-20,740,11964,NULL
442742938,"Arm 5 Bucket",6.87,ZGMI,"2024-11-20 22:32:25",2024-11-20,741,2962,NULL
118336239,"Arm 5 Bucket",6.87,ZGMI,"2024-11-20 20:32:39",2024-11-20,742,7858,54307
442727692,"Arm 5 Bucket",6.87,ZGMI,"2024-11-20 21:40:09",2024-11-20,743,4,NULL
122025847,"Arm 5 Bucket",6.524,ZGMI,"2024-11-20 19:03:05",2024-11-20,744,155,29909
87798100,"Arm 5 Bucket",7.178,ZGMI,"2024-11-20 21:49:04",2024-11-20,745,11987,11386
71493926,"Arm 5 Bucket",7.178,ZGMI,"2024-11-20 21:56:21",2024-11-20,746,10909,9505
63871008,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 22:25:38",2024-11-20,747,7111,12001
32017059,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 22:26:20",2024-11-20,748,7027,38800
2056701243,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 22:08:30",2024-11-20,749,6972,NULL
402779130,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 21:36:54",2024-11-20,750,7486,NULL
32309859,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 22:21:02",2024-11-20,751,11085,12232
32139172,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 21:50:39",2024-11-20,752,12237,16240
2056693252,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 21:43:30",2024-11-20,753,12054,NULL
2056714034,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 22:01:27",2024-11-20,754,7745,NULL
32211218,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 22:09:22",2024-11-20,755,7823,8825
31981100,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 21:45:17",2024-11-20,756,11780,12412
346682967,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 22:29:33",2024-11-20,757,135,NULL
32307502,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 22:23:24",2024-11-20,758,7707,15025
442728661,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 21:56:15",2024-11-20,759,11695,NULL
30598125,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 21:50:22",2024-11-20,760,7673,54164
442727731,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 21:51:43",2024-11-20,761,6997,NULL
32330667,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 22:00:28",2024-11-20,762,10810,12596
442726462,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 21:35:21",2024-11-20,763,7754,NULL
32085998,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 22:24:30",2024-11-20,764,7798,54216
30713072,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 21:52:20",2024-11-20,765,17631,54367
442706458,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 22:26:51",2024-11-20,766,7488,NULL
29795553,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 22:22:56",2024-11-20,767,7544,49976
32278138,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 22:22:40",2024-11-20,768,8076,30550
2056775258,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 22:01:34",2024-11-20,769,12357,NULL
29778799,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 21:34:17",2024-11-20,770,7876,28473
32088524,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 22:07:33",2024-11-20,771,11455,12296
29815320,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 22:19:53",2024-11-20,772,11739,10239
118391055,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 22:26:29",2024-11-20,773,5530,7943
442722490,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 21:11:02",2024-11-20,774,6813,NULL
26831041,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 22:37:03",2024-11-20,775,11446,43394
31955726,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 22:05:32",2024-11-20,776,17419,7139
2080684032,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 22:28:27",2024-11-20,777,7948,NULL
68964129,"Arm 5 Bucket",6.945,ZGMI,"2024-11-20 23:39:35",2024-11-20,778,11954,9829
32105865,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 21:26:49",2024-11-20,779,7278,35017
20958651,"Arm 5 Bucket",6.945,ZGMI,"2024-11-20 22:49:24",2024-11-20,780,7496,42555
2062397710,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 22:26:31",2024-11-20,781,7715,NULL
15194252,"Arm 5 Bucket",6.945,ZGMI,"2024-11-20 23:35:51",2024-11-20,782,7105,35298
29825634,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 22:01:32",2024-11-20,783,11960,13177
20090659,"Arm 5 Bucket",6.945,ZGMI,"2024-11-20 23:35:43",2024-11-20,784,7285,12613
2078740555,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 22:27:38",2024-11-20,785,12026,NULL
20387146,"Arm 5 Bucket",6.945,ZGMI,"2024-11-20 23:47:21",2024-11-20,786,7306,20635
2070073367,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 21:44:43",2024-11-20,787,11877,NULL
2078136228,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 21:35:01",2024-11-20,788,7209,NULL
30722909,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 21:58:21",2024-11-20,789,7837,24348
32058518,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 21:20:40",2024-11-20,790,7791,36686
442721637,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 21:52:07",2024-11-20,791,6968,NULL
32377524,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 22:05:25",2024-11-20,792,11745,13200
108871890,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 22:13:51",2024-11-20,793,10930,26659
338435569,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 21:46:18",2024-11-20,794,10760,NULL
245454964,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 21:17:51",2024-11-20,795,7083,29377
32358609,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 22:25:09",2024-11-20,796,7406,46700
2058819593,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 21:44:34",2024-11-20,797,10823,NULL
72538535,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 21:41:52",2024-11-20,798,7634,39160
30769852,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 21:40:08",2024-11-20,799,7921,42616
29842609,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 22:05:45",2024-11-20,800,7838,40267
244817775,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 21:40:34",2024-11-20,801,12100,28483
32069219,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 21:30:00",2024-11-20,802,11124,12916
87801352,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 21:49:39",2024-11-20,803,11884,5917
31510246,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 22:25:50",2024-11-20,804,7159,50739
442742135,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 21:29:49",2024-11-20,805,10774,NULL
32284268,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 21:30:01",2024-11-20,806,11568,13173
89335493,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 22:25:21",2024-11-20,807,7490,44173
31989797,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 22:21:47",2024-11-20,808,11683,12755
31952040,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 22:17:47",2024-11-20,809,7803,39299
29841663,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 22:04:28",2024-11-20,810,7354,57877
31554046,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 22:24:57",2024-11-20,811,7049,57746
62723356,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 21:57:31",2024-11-20,812,11582,10559
244899590,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 21:55:52",2024-11-20,813,11477,5469
300075606,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 21:40:34",2024-11-20,814,10954,16164
32107349,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 22:30:12",2024-11-20,815,12006,16144
442706461,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 22:26:05",2024-11-20,816,7645,NULL
29832292,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 21:39:06",2024-11-20,817,10876,12739
32351447,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 22:12:28",2024-11-20,818,12010,13918
80010784,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 21:51:32",2024-11-20,819,11252,12024
442730258,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 22:02:38",2024-11-20,820,10957,NULL
29783174,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 22:30:51",2024-11-20,821,7435,34695
442726837,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 22:17:24",2024-11-20,822,7697,NULL
32208909,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 22:25:48",2024-11-20,823,7579,7038
32143694,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 21:57:52",2024-11-20,824,7956,21464
442166348,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 21:58:18",2024-11-20,825,12723,NULL
2079072858,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 21:48:47",2024-11-20,826,9043,NULL
2136411493,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 21:49:45",2024-11-20,827,11483,NULL
32346488,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 22:02:24",2024-11-20,828,10513,30169
72638684,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 21:10:40",2024-11-20,829,11749,15040
32210980,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 22:19:59",2024-11-20,830,7040,13211
32222122,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 21:40:23",2024-11-20,831,2798,12821
29823434,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 21:16:11",2024-11-20,832,7725,45125
30708076,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 21:50:22",2024-11-20,833,7368,27924
442721645,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 21:47:01",2024-11-20,834,6976,NULL
32098441,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 22:01:26",2024-11-20,835,7696,35000
31944569,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 22:04:24",2024-11-20,836,7852,30239
442743565,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 22:28:20",2024-11-20,837,12219,NULL
442724284,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 22:26:09",2024-11-20,838,7975,NULL
30791609,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 21:55:10",2024-11-20,839,6828,41673
59821011,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 22:17:21",2024-11-20,840,7097,47176
442721654,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 22:25:30",2024-11-20,841,6832,NULL
32177403,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 21:26:50",2024-11-20,842,7153,57427
32021027,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 22:26:49",2024-11-20,843,9378,12677
442742546,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 21:56:44",2024-11-20,844,10980,NULL
30731089,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 21:33:20",2024-11-20,845,7041,22137
32102118,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 22:25:50",2024-11-20,846,10892,12063
30660449,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 21:59:14",2024-11-20,847,12361,12497
2067984346,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 21:14:38",2024-11-20,848,59,NULL
442725777,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 22:08:10",2024-11-20,849,6784,NULL
32308178,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 21:30:30",2024-11-20,850,7891,47008
30785094,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 22:12:14",2024-11-20,851,11152,14544
30768506,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 22:00:43",2024-11-20,852,11431,12895
2056789879,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 22:17:17",2024-11-20,853,8777,NULL
32112321,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 21:34:43",2024-11-20,854,7799,43579
143003113,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 21:25:18",2024-11-20,855,15122,22666
30638813,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 22:23:38",2024-11-20,856,3049,13890
30651863,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 22:00:55",2024-11-20,857,7173,47836
29828318,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 21:43:27",2024-11-20,858,10976,14294
323071487,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 22:03:39",2024-11-20,859,10905,15591
32135004,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 22:23:39",2024-11-20,860,7397,24049
2098044492,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 21:46:45",2024-11-20,861,12649,NULL
110284679,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 21:30:01",2024-11-20,862,11855,26358
89335372,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 21:30:41",2024-11-20,863,11038,17977
80006714,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 22:25:27",2024-11-20,864,7886,17724
72533275,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 21:47:28",2024-11-20,865,7010,10555
245015778,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 22:17:13",2024-11-20,866,11867,42058
32156743,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 21:55:26",2024-11-20,867,7597,20220
2071461428,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 22:30:06",2024-11-20,868,7393,NULL
2053525496,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 22:30:07",2024-11-20,869,7267,NULL
32295700,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 21:47:29",2024-11-20,870,7075,9438
32289310,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 21:58:19",2024-11-20,871,7072,11116
442705938,"Arm 5 Bucket",6.534,ZGMI,"2024-11-20 22:05:49",2024-11-20,872,14,NULL
4010252,"Arm 5 Bucket",7.313,ZGMI,"2024-11-20 22:54:52",2024-11-20,873,7829,6622
3941001,"Arm 5 Bucket",7.313,ZGMI,"2024-11-20 23:06:16",2024-11-20,874,6801,34911
2052861652,"Arm 5 Bucket",7.313,ZGMI,"2024-11-20 23:11:01",2024-11-20,875,11626,NULL
