zpid,schoolName,schoolRating,type,gradeLevel,grades,distanceFromListing,link,lastUpdated,lsi_id,lnh_id
121373601,"Hughes STEM  High School",3,Public,Middle,7-12,2.9,https://www.greatschools.org/ohio/cincinnati/9848-Hughes-STEM--High-School/,"2024-11-21 00:21:30",764,1434
121373601,"Hughes STEM  High School",3,Public,Middle,7-12,2.9,https://www.greatschools.org/ohio/cincinnati/9848-Hughes-STEM--High-School/,"2024-11-21 00:22:43",765,1434
34220636,"Hughes STEM  High School",3,Public,Middle,7-12,1.5,https://www.greatschools.org/ohio/cincinnati/9848-Hughes-STEM--High-School/,"2024-11-28 06:03:26",766,NULL
34262403,"Hughes STEM  High School",3,Public,Middle,7-12,2.6,https://www.greatschools.org/ohio/cincinnati/9848-Hughes-STEM--High-School/,"2024-11-27 06:13:47",767,NULL
2053941097,"Heritage Elementary School",7,Public,Elementary,1-5,0.3,https://www.greatschools.org/texas/san-antonio/8792-Heritage-Elementary-School/,"2024-11-25 05:33:30",768,NULL
2072501542,"Hughes STEM  High School",3,Public,Middle,7-12,2.9,https://www.greatschools.org/ohio/cincinnati/9848-Hughes-STEM--High-School/,"2024-11-27 06:13:47",769,NULL
20614059,"Hooper Avenue Elementary School",2,Public,Elementary,1-5,0.1,https://www.greatschools.org/california/los-angeles/2151-Hooper-Avenue-Elementary-School/,"2024-11-23 06:36:42",770,NULL
34262260,"Hughes STEM  High School",3,Public,Middle,7-12,2.3,https://www.greatschools.org/ohio/cincinnati/9848-Hughes-STEM--High-School/,"2024-11-27 06:13:47",771,NULL
20614059,"Hooper Avenue Elementary School",2,Public,Elementary,1-5,0.1,https://www.greatschools.org/california/los-angeles/2151-Hooper-Avenue-Elementary-School/,"2024-11-23 06:38:32",772,NULL
20614059,"Hooper Avenue Elementary School",2,Public,Elementary,1-5,0.1,https://www.greatschools.org/california/los-angeles/2151-Hooper-Avenue-Elementary-School/,"2024-11-23 06:39:45",773,NULL
20614059,"Hooper Avenue Elementary School",2,Public,Elementary,1-5,0.1,https://www.greatschools.org/california/los-angeles/2151-Hooper-Avenue-Elementary-School/,"2024-11-24 05:51:59",774,NULL
20614059,"Hooper Avenue Elementary School",2,Public,Elementary,1-5,0.1,https://www.greatschools.org/california/los-angeles/2151-Hooper-Avenue-Elementary-School/,"2024-11-23 06:35:29",775,NULL
2068683717,"Julian C Gallardo Elementary School",4,Public,Elementary,1-5,0.1,https://www.greatschools.org/texas/san-antonio/10327-Julian-C-Gallardo-Elementary-School/,"2024-11-23 06:36:42",776,NULL
2068683717,"Julian C Gallardo Elementary School",4,Public,Elementary,1-5,0.1,https://www.greatschools.org/texas/san-antonio/10327-Julian-C-Gallardo-Elementary-School/,"2024-11-23 06:38:32",777,NULL
2068683717,"Julian C Gallardo Elementary School",4,Public,Elementary,1-5,0.1,https://www.greatschools.org/texas/san-antonio/10327-Julian-C-Gallardo-Elementary-School/,"2024-11-23 06:39:45",778,NULL
440803522,"Julian C Gallardo Elementary School",4,Public,Elementary,1-5,1.4,https://www.greatschools.org/texas/san-antonio/10327-Julian-C-Gallardo-Elementary-School/,"2024-11-24 05:51:59",779,NULL
296377550,"Hughes STEM  High School",3,Public,Middle,7-12,2.9,https://www.greatschools.org/ohio/cincinnati/9848-Hughes-STEM--High-School/,"2024-11-27 09:23:19",780,NULL
26361774,"Julian C Gallardo Elementary School",4,Public,Elementary,1-5,1.1,https://www.greatschools.org/texas/san-antonio/10327-Julian-C-Gallardo-Elementary-School/,"2024-11-20 23:54:07",781,NULL
110076145,"Hughes STEM  High School",3,Public,Middle,7-12,2.1,https://www.greatschools.org/ohio/cincinnati/9848-Hughes-STEM--High-School/,"2024-11-21 11:09:29",782,9775
80031193,"Julian C Gallardo Elementary School",4,Public,Elementary,1-5,0.2,https://www.greatschools.org/texas/san-antonio/10327-Julian-C-Gallardo-Elementary-School/,"2024-11-20 23:54:07",783,NULL
34224497,"Hughes STEM  High School",3,Public,Middle,7-12,2.8,https://www.greatschools.org/ohio/cincinnati/9848-Hughes-STEM--High-School/,"2024-11-21 11:09:29",784,9763
349552382,"Julian C Gallardo Elementary School",4,Public,Elementary,1-5,0.7,https://www.greatschools.org/texas/san-antonio/10327-Julian-C-Gallardo-Elementary-School/,"2024-11-20 23:54:07",785,NULL
34251161,"Hughes STEM  High School",3,Public,Middle,7-12,1.7,https://www.greatschools.org/ohio/cincinnati/9848-Hughes-STEM--High-School/,"2024-11-21 11:09:29",786,9824
69663159,"Julian C Gallardo Elementary School",4,Public,Elementary,1-5,0.1,https://www.greatschools.org/texas/san-antonio/10327-Julian-C-Gallardo-Elementary-School/,"2024-11-20 23:54:07",787,12908
34261188,"Hughes STEM  High School",3,Public,Middle,7-12,2.1,https://www.greatschools.org/ohio/cincinnati/9848-Hughes-STEM--High-School/,"2024-11-21 11:09:29",788,9747
440803509,"Julian C Gallardo Elementary School",4,Public,Elementary,1-5,1.4,https://www.greatschools.org/texas/san-antonio/10327-Julian-C-Gallardo-Elementary-School/,"2024-11-29 05:32:39",789,NULL
442754050,"Hughes STEM  High School",3,Public,Middle,7-12,1.7,https://www.greatschools.org/ohio/cincinnati/9848-Hughes-STEM--High-School/,"2024-11-21 11:09:29",790,NULL
440665091,"Julian C Gallardo Elementary School",4,Public,Elementary,1-5,0.1,https://www.greatschools.org/texas/san-antonio/10327-Julian-C-Gallardo-Elementary-School/,"2024-11-29 05:32:39",791,NULL
2058238509,"Julian C Gallardo Elementary School",4,Public,Elementary,1-5,0.1,https://www.greatschools.org/texas/san-antonio/10327-Julian-C-Gallardo-Elementary-School/,"2024-11-29 05:32:39",792,NULL
2056324135,"Julian C Gallardo Elementary School",4,Public,Elementary,1-5,0.1,https://www.greatschools.org/texas/san-antonio/10327-Julian-C-Gallardo-Elementary-School/,"2024-11-29 05:32:39",793,NULL
2068683707,"Julian C Gallardo Elementary School",4,Public,Elementary,1-5,0.1,https://www.greatschools.org/texas/san-antonio/10327-Julian-C-Gallardo-Elementary-School/,"2024-11-28 06:03:26",794,NULL
2058238509,"Julian C Gallardo Elementary School",4,Public,Elementary,1-5,0.1,https://www.greatschools.org/texas/san-antonio/10327-Julian-C-Gallardo-Elementary-School/,"2024-11-28 06:03:26",795,NULL
2062993321,"Julian C Gallardo Elementary School",4,Public,Elementary,1-5,1.1,https://www.greatschools.org/texas/san-antonio/10327-Julian-C-Gallardo-Elementary-School/,"2024-11-28 06:03:26",796,NULL
2062993321,"Julian C Gallardo Elementary School",4,Public,Elementary,1-5,1.1,https://www.greatschools.org/texas/san-antonio/10327-Julian-C-Gallardo-Elementary-School/,"2024-11-27 06:13:47",797,NULL
349552379,"Julian C Gallardo Elementary School",4,Public,Elementary,1-5,0.7,https://www.greatschools.org/texas/san-antonio/10327-Julian-C-Gallardo-Elementary-School/,"2024-11-27 06:13:47",798,NULL
442970821,"Julian C Gallardo Elementary School",4,Public,Elementary,1-5,1.2,https://www.greatschools.org/texas/san-antonio/10327-Julian-C-Gallardo-Elementary-School/,"2024-11-27 06:13:47",799,NULL
349552382,"Julian C Gallardo Elementary School",4,Public,Elementary,1-5,0.7,https://www.greatschools.org/texas/san-antonio/10327-Julian-C-Gallardo-Elementary-School/,"2024-11-21 11:09:29",800,NULL
2054487299,"Julian C Gallardo Elementary School",4,Public,Elementary,1-5,1.1,https://www.greatschools.org/texas/san-antonio/10327-Julian-C-Gallardo-Elementary-School/,"2024-11-21 11:09:29",801,NULL
2084770095,"Julian C Gallardo Elementary School",4,Public,Elementary,1-5,0.1,https://www.greatschools.org/texas/san-antonio/10327-Julian-C-Gallardo-Elementary-School/,"2024-11-21 11:09:29",802,12874
69663159,"Julian C Gallardo Elementary School",4,Public,Elementary,1-5,0.1,https://www.greatschools.org/texas/san-antonio/10327-Julian-C-Gallardo-Elementary-School/,"2024-11-21 11:09:29",803,12908
2084770095,"Julian C Gallardo Elementary School",4,Public,Elementary,1-5,0.1,https://www.greatschools.org/texas/san-antonio/10327-Julian-C-Gallardo-Elementary-School/,"2024-11-22 11:25:39",804,12874
122496851,"Julian C Gallardo Elementary School",4,Public,Elementary,1-5,0.8,https://www.greatschools.org/texas/san-antonio/10327-Julian-C-Gallardo-Elementary-School/,"2024-11-22 11:25:39",805,NULL
2068683717,"Julian C Gallardo Elementary School",4,Public,Elementary,1-5,0.1,https://www.greatschools.org/texas/san-antonio/10327-Julian-C-Gallardo-Elementary-School/,"2024-11-23 06:35:29",806,NULL
440803522,"Julian C Gallardo Elementary School",4,Public,Elementary,1-5,1.4,https://www.greatschools.org/texas/san-antonio/10327-Julian-C-Gallardo-Elementary-School/,"2024-11-25 05:33:30",807,NULL
2056324137,"Julian C Gallardo Elementary School",4,Public,Elementary,1-5,0.1,https://www.greatschools.org/texas/san-antonio/10327-Julian-C-Gallardo-Elementary-School/,"2024-11-26 06:02:41",808,NULL
344511987,"Julian C Gallardo Elementary School",4,Public,Elementary,1-5,0.1,https://www.greatschools.org/texas/san-antonio/10327-Julian-C-Gallardo-Elementary-School/,"2024-11-26 06:02:41",809,NULL
34369459,"South Elementary School",4,Public,Elementary,1-6,1,https://www.greatschools.org/ohio/cincinnati/1140-South-Elementary-School/,"2024-11-23 06:36:42",810,NULL
34369459,"South Elementary School",4,Public,Elementary,1-6,1,https://www.greatschools.org/ohio/cincinnati/1140-South-Elementary-School/,"2024-11-23 06:38:32",811,NULL
34369459,"South Elementary School",4,Public,Elementary,1-6,1,https://www.greatschools.org/ohio/cincinnati/1140-South-Elementary-School/,"2024-11-23 06:39:45",812,NULL
34292293,"South Elementary School",4,Public,Elementary,1-6,0.9,https://www.greatschools.org/ohio/cincinnati/1140-South-Elementary-School/,"2024-11-23 09:30:22",813,NULL
34368263,"South Elementary School",4,Public,Elementary,1-6,1.4,https://www.greatschools.org/ohio/cincinnati/1140-South-Elementary-School/,"2024-11-23 09:30:22",814,NULL
34369817,"South Elementary School",4,Public,Elementary,1-6,1,https://www.greatschools.org/ohio/cincinnati/1140-South-Elementary-School/,"2024-11-24 05:51:59",815,NULL
34368074,"South Elementary School",4,Public,Elementary,1-6,0.9,https://www.greatschools.org/ohio/cincinnati/1140-South-Elementary-School/,"2024-11-20 23:54:07",816,NULL
34367612,"South Elementary School",4,Public,Elementary,1-6,0.9,https://www.greatschools.org/ohio/cincinnati/1140-South-Elementary-School/,"2024-11-27 06:13:47",817,NULL
34262561,"Hughes STEM  High School",3,Public,Middle,7-12,2.6,https://www.greatschools.org/ohio/cincinnati/9848-Hughes-STEM--High-School/,"2024-11-21 11:09:29",818,9779
34228327,"Hughes STEM  High School",3,Public,Middle,7-12,1.6,https://www.greatschools.org/ohio/cincinnati/9848-Hughes-STEM--High-School/,"2024-11-21 11:09:29",819,9611
34248164,"Hughes STEM  High School",3,Public,Middle,7-12,2.7,https://www.greatschools.org/ohio/cincinnati/9848-Hughes-STEM--High-School/,"2024-11-21 14:20:38",820,NULL
121373601,"Hughes STEM  High School",3,Public,Middle,7-12,2.9,https://www.greatschools.org/ohio/cincinnati/9848-Hughes-STEM--High-School/,"2024-11-21 14:20:38",821,1434
110077625,"Hughes STEM  High School",3,Public,Middle,7-12,1.8,https://www.greatschools.org/ohio/cincinnati/9848-Hughes-STEM--High-School/,"2024-11-22 11:25:39",822,NULL
34228327,"Hughes STEM  High School",3,Public,Middle,7-12,1.6,https://www.greatschools.org/ohio/cincinnati/9848-Hughes-STEM--High-School/,"2024-11-22 11:25:39",823,9611
34224252,"Hughes STEM  High School",3,Public,Middle,7-12,2.8,https://www.greatschools.org/ohio/cincinnati/9848-Hughes-STEM--High-School/,"2024-11-22 11:25:39",824,NULL
442754050,"Hughes STEM  High School",3,Public,Middle,7-12,1.7,https://www.greatschools.org/ohio/cincinnati/9848-Hughes-STEM--High-School/,"2024-11-22 11:25:39",825,NULL
34220751,"Hughes STEM  High School",3,Public,Middle,7-12,1.3,https://www.greatschools.org/ohio/cincinnati/9848-Hughes-STEM--High-School/,"2024-11-22 11:25:39",826,NULL
34261188,"Hughes STEM  High School",3,Public,Middle,7-12,2.1,https://www.greatschools.org/ohio/cincinnati/9848-Hughes-STEM--High-School/,"2024-11-22 11:25:39",827,9747
90621103,"Hughes STEM  High School",3,Public,Middle,7-12,2.7,https://www.greatschools.org/ohio/cincinnati/9848-Hughes-STEM--High-School/,"2024-11-22 14:21:59",828,NULL
34251295,"Hughes STEM  High School",3,Public,Middle,7-12,2.8,https://www.greatschools.org/ohio/cincinnati/9848-Hughes-STEM--High-School/,"2024-11-22 14:21:59",829,NULL
34223961,"Hughes STEM  High School",3,Public,Middle,7-12,2.5,https://www.greatschools.org/ohio/cincinnati/9848-Hughes-STEM--High-School/,"2024-11-23 06:35:29",830,NULL
2072925462,"Hughes STEM  High School",3,Public,Middle,7-12,3,https://www.greatschools.org/ohio/cincinnati/9848-Hughes-STEM--High-School/,"2024-11-23 06:35:29",831,NULL
34228050,"Hughes STEM  High School",3,Public,Middle,7-12,1.1,https://www.greatschools.org/ohio/cincinnati/9848-Hughes-STEM--High-School/,"2024-11-23 06:35:29",832,NULL
34220751,"Hughes STEM  High School",3,Public,Middle,7-12,1.3,https://www.greatschools.org/ohio/cincinnati/9848-Hughes-STEM--High-School/,"2024-11-23 06:35:29",833,NULL
82328779,"Hughes STEM  High School",3,Public,Middle,7-12,1.5,https://www.greatschools.org/ohio/cincinnati/9848-Hughes-STEM--High-School/,"2024-11-26 09:21:12",834,NULL
71326294,"Hughes STEM  High School",3,Public,Middle,7-12,1.4,https://www.greatschools.org/ohio/cincinnati/9848-Hughes-STEM--High-School/,"2024-11-26 09:21:12",835,NULL
34259223,"Hughes STEM  High School",3,Public,Middle,7-12,2.6,https://www.greatschools.org/ohio/cincinnati/9848-Hughes-STEM--High-School/,"2024-11-25 05:33:30",836,NULL
34262539,"Hughes STEM  High School",3,Public,Middle,7-12,2.7,https://www.greatschools.org/ohio/cincinnati/9848-Hughes-STEM--High-School/,"2024-11-26 06:02:41",837,NULL
2052883881,"Hughes STEM  High School",3,Public,Middle,7-12,3.2,https://www.greatschools.org/ohio/cincinnati/9848-Hughes-STEM--High-School/,"2024-11-26 06:02:41",838,NULL
2072501542,"Hughes STEM  High School",3,Public,Middle,7-12,2.9,https://www.greatschools.org/ohio/cincinnati/9848-Hughes-STEM--High-School/,"2024-11-26 06:02:41",839,NULL
61629029,"Barry Goldwater High School",5,Public,Middle,7-12,8,https://www.greatschools.org/arizona/phoenix/441-Barry-Goldwater-High-School/,"2024-11-23 09:30:22",840,NULL
7936924,"Barry Goldwater High School",5,Public,Middle,7-12,1.6,https://www.greatschools.org/arizona/phoenix/441-Barry-Goldwater-High-School/,"2024-11-24 05:51:59",841,NULL
349464016,"Barry Goldwater High School",5,Public,Middle,7-12,2.8,https://www.greatschools.org/arizona/phoenix/441-Barry-Goldwater-High-School/,"2024-11-20 23:54:07",842,NULL
7933259,"Barry Goldwater High School",5,Public,Middle,7-12,0.6,https://www.greatschools.org/arizona/phoenix/441-Barry-Goldwater-High-School/,"2024-11-20 23:54:07",843,NULL
125144636,"Barry Goldwater High School",5,Public,Middle,7-12,7.8,https://www.greatschools.org/arizona/phoenix/441-Barry-Goldwater-High-School/,"2024-11-20 23:54:07",844,NULL
67701081,"Barry Goldwater High School",5,Public,Middle,7-12,6.7,https://www.greatschools.org/arizona/phoenix/441-Barry-Goldwater-High-School/,"2024-11-20 23:54:07",845,NULL
67772088,"Barry Goldwater High School",5,Public,Middle,7-12,7.4,https://www.greatschools.org/arizona/phoenix/441-Barry-Goldwater-High-School/,"2024-11-20 23:54:07",846,NULL
443027689,"Barry Goldwater High School",5,Public,Middle,7-12,1.6,https://www.greatschools.org/arizona/phoenix/441-Barry-Goldwater-High-School/,"2024-11-29 05:32:39",847,NULL
7966543,"Barry Goldwater High School",5,Public,Middle,7-12,1.8,https://www.greatschools.org/arizona/phoenix/441-Barry-Goldwater-High-School/,"2024-11-28 06:03:26",848,NULL
240316584,"Barry Goldwater High School",5,Public,Middle,7-12,6.4,https://www.greatschools.org/arizona/phoenix/441-Barry-Goldwater-High-School/,"2024-11-27 06:13:47",849,NULL
2057335702,"Barry Goldwater High School",5,Public,Middle,7-12,6.3,https://www.greatschools.org/arizona/phoenix/441-Barry-Goldwater-High-School/,"2024-11-27 06:13:47",850,NULL
81988137,"Barry Goldwater High School",5,Public,Middle,7-12,5.1,https://www.greatschools.org/arizona/phoenix/441-Barry-Goldwater-High-School/,"2024-11-28 09:24:51",851,NULL
349463974,"Barry Goldwater High School",5,Public,Middle,7-12,2.8,https://www.greatschools.org/arizona/phoenix/441-Barry-Goldwater-High-School/,"2024-11-21 11:09:29",852,NULL
34369459,"South Elementary School",4,Public,Elementary,1-6,1,https://www.greatschools.org/ohio/cincinnati/1140-South-Elementary-School/,"2024-11-23 06:35:29",853,NULL
125144636,"Barry Goldwater High School",5,Public,Middle,7-12,7.8,https://www.greatschools.org/arizona/phoenix/441-Barry-Goldwater-High-School/,"2024-11-21 11:09:29",854,NULL
34289927,"North Elementary School",4,Public,Elementary,1-6,0.9,https://www.greatschools.org/ohio/cincinnati/1142-North-Elementary-School/,"2024-11-20 23:54:07",855,NULL
82800117,"Barry Goldwater High School",5,Public,Middle,7-12,4.7,https://www.greatschools.org/arizona/phoenix/441-Barry-Goldwater-High-School/,"2024-11-21 11:09:29",856,NULL
7933259,"Barry Goldwater High School",5,Public,Middle,7-12,0.6,https://www.greatschools.org/arizona/phoenix/441-Barry-Goldwater-High-School/,"2024-11-21 11:09:29",857,NULL
34290745,"North Elementary School",4,Public,Elementary,1-6,0.8,https://www.greatschools.org/ohio/cincinnati/1142-North-Elementary-School/,"2024-11-28 06:03:26",858,NULL
67701081,"Barry Goldwater High School",5,Public,Middle,7-12,6.7,https://www.greatschools.org/arizona/phoenix/441-Barry-Goldwater-High-School/,"2024-11-21 11:09:29",859,NULL
34289711,"North Elementary School",4,Public,Elementary,1-6,1.2,https://www.greatschools.org/ohio/cincinnati/1142-North-Elementary-School/,"2024-11-27 06:13:47",860,NULL
7933159,"Barry Goldwater High School",5,Public,Middle,7-12,1,https://www.greatschools.org/arizona/phoenix/441-Barry-Goldwater-High-School/,"2024-11-21 11:09:29",861,NULL
1142236,"Crestview Elementary School",5,Public,Elementary,1-6,0.2,https://www.greatschools.org/indiana/indianapolis/977-Crestview-Elementary-School/,"2024-11-23 06:36:42",862,NULL
1142236,"Crestview Elementary School",5,Public,Elementary,1-6,0.2,https://www.greatschools.org/indiana/indianapolis/977-Crestview-Elementary-School/,"2024-11-23 06:38:32",863,NULL
1142236,"Crestview Elementary School",5,Public,Elementary,1-6,0.2,https://www.greatschools.org/indiana/indianapolis/977-Crestview-Elementary-School/,"2024-11-23 06:39:45",864,NULL
1155551,"Crestview Elementary School",5,Public,Elementary,1-6,0.7,https://www.greatschools.org/indiana/indianapolis/977-Crestview-Elementary-School/,"2024-11-23 09:30:22",865,NULL
1166752,"Crestview Elementary School",5,Public,Elementary,1-6,0.2,https://www.greatschools.org/indiana/indianapolis/977-Crestview-Elementary-School/,"2024-11-20 23:54:07",866,10439
1166752,"Crestview Elementary School",5,Public,Elementary,1-6,0.2,https://www.greatschools.org/indiana/indianapolis/977-Crestview-Elementary-School/,"2024-11-21 11:09:29",867,10439
1155485,"Crestview Elementary School",5,Public,Elementary,1-6,0.6,https://www.greatschools.org/indiana/indianapolis/977-Crestview-Elementary-School/,"2024-11-22 14:21:59",868,NULL
1142236,"Crestview Elementary School",5,Public,Elementary,1-6,0.2,https://www.greatschools.org/indiana/indianapolis/977-Crestview-Elementary-School/,"2024-11-23 06:35:29",869,NULL
1152084,"Crestview Elementary School",5,Public,Elementary,1-6,0.6,https://www.greatschools.org/indiana/indianapolis/977-Crestview-Elementary-School/,"2024-11-26 09:21:12",870,NULL
1155017,"Crestview Elementary School",5,Public,Elementary,1-6,0.7,https://www.greatschools.org/indiana/indianapolis/977-Crestview-Elementary-School/,"2024-11-26 09:21:12",871,NULL
1152820,"Indian Creek Elementary School",4,Public,Elementary,1-6,2.4,https://www.greatschools.org/indiana/indianapolis/987-Indian-Creek-Elementary-School/,"2024-11-26 06:02:41",872,NULL
1156184,"Amy Beverland Elementary School",5,Public,Elementary,1-6,1.9,https://www.greatschools.org/indiana/indianapolis/988-Amy-Beverland-Elementary-School/,"2024-11-23 09:30:22",873,NULL
1157051,"Amy Beverland Elementary School",5,Public,Elementary,1-6,1.7,https://www.greatschools.org/indiana/indianapolis/988-Amy-Beverland-Elementary-School/,"2024-11-23 09:30:22",874,NULL
1159312,"Amy Beverland Elementary School",5,Public,Elementary,1-6,0.7,https://www.greatschools.org/indiana/indianapolis/988-Amy-Beverland-Elementary-School/,"2024-11-21 00:25:47",875,2108
1159312,"Amy Beverland Elementary School",5,Public,Elementary,1-6,0.7,https://www.greatschools.org/indiana/indianapolis/988-Amy-Beverland-Elementary-School/,"2024-11-21 00:24:35",876,2108
1159312,"Amy Beverland Elementary School",5,Public,Elementary,1-6,0.7,https://www.greatschools.org/indiana/indianapolis/988-Amy-Beverland-Elementary-School/,"2024-11-21 00:21:30",877,2108
1159312,"Amy Beverland Elementary School",5,Public,Elementary,1-6,0.7,https://www.greatschools.org/indiana/indianapolis/988-Amy-Beverland-Elementary-School/,"2024-11-21 00:22:43",878,2108
1159312,"Amy Beverland Elementary School",5,Public,Elementary,1-6,0.7,https://www.greatschools.org/indiana/indianapolis/988-Amy-Beverland-Elementary-School/,"2024-11-21 14:20:38",879,2108
1158421,"Amy Beverland Elementary School",5,Public,Elementary,1-6,1.3,https://www.greatschools.org/indiana/indianapolis/988-Amy-Beverland-Elementary-School/,"2024-11-22 11:25:39",880,NULL
1156256,"Amy Beverland Elementary School",5,Public,Elementary,1-6,0.2,https://www.greatschools.org/indiana/indianapolis/988-Amy-Beverland-Elementary-School/,"2024-11-22 11:25:39",881,NULL
349314739,"Winding Ridge Elementary School",3,Public,Elementary,1-6,1.2,https://www.greatschools.org/indiana/indianapolis/3196-Winding-Ridge-Elementary-School/,"2024-11-23 06:36:42",882,NULL
442693648,"Winding Ridge Elementary School",3,Public,Elementary,1-6,0.5,https://www.greatschools.org/indiana/indianapolis/3196-Winding-Ridge-Elementary-School/,"2024-11-23 06:36:42",883,NULL
59812710,"Winding Ridge Elementary School",3,Public,Elementary,1-6,0.9,https://www.greatschools.org/indiana/indianapolis/3196-Winding-Ridge-Elementary-School/,"2024-11-23 06:36:42",884,NULL
442693648,"Winding Ridge Elementary School",3,Public,Elementary,1-6,0.5,https://www.greatschools.org/indiana/indianapolis/3196-Winding-Ridge-Elementary-School/,"2024-11-23 06:38:32",885,NULL
59812710,"Winding Ridge Elementary School",3,Public,Elementary,1-6,0.9,https://www.greatschools.org/indiana/indianapolis/3196-Winding-Ridge-Elementary-School/,"2024-11-23 06:38:32",886,NULL
349314739,"Winding Ridge Elementary School",3,Public,Elementary,1-6,1.2,https://www.greatschools.org/indiana/indianapolis/3196-Winding-Ridge-Elementary-School/,"2024-11-23 06:38:32",887,NULL
349314739,"Winding Ridge Elementary School",3,Public,Elementary,1-6,1.2,https://www.greatschools.org/indiana/indianapolis/3196-Winding-Ridge-Elementary-School/,"2024-11-23 06:39:45",888,NULL
442693648,"Winding Ridge Elementary School",3,Public,Elementary,1-6,0.5,https://www.greatschools.org/indiana/indianapolis/3196-Winding-Ridge-Elementary-School/,"2024-11-23 06:39:45",889,NULL
59812710,"Winding Ridge Elementary School",3,Public,Elementary,1-6,0.9,https://www.greatschools.org/indiana/indianapolis/3196-Winding-Ridge-Elementary-School/,"2024-11-23 06:39:45",890,NULL
340709464,"Winding Ridge Elementary School",3,Public,Elementary,1-6,0.3,https://www.greatschools.org/indiana/indianapolis/3196-Winding-Ridge-Elementary-School/,"2024-11-29 05:32:39",891,NULL
59812690,"Winding Ridge Elementary School",3,Public,Elementary,1-6,1,https://www.greatschools.org/indiana/indianapolis/3196-Winding-Ridge-Elementary-School/,"2024-11-28 06:03:26",892,NULL
112836530,"Winding Ridge Elementary School",3,Public,Elementary,1-6,1,https://www.greatschools.org/indiana/indianapolis/3196-Winding-Ridge-Elementary-School/,"2024-11-21 14:20:38",893,NULL
349314739,"Winding Ridge Elementary School",3,Public,Elementary,1-6,1.2,https://www.greatschools.org/indiana/indianapolis/3196-Winding-Ridge-Elementary-School/,"2024-11-23 06:35:29",894,NULL
59812710,"Winding Ridge Elementary School",3,Public,Elementary,1-6,0.9,https://www.greatschools.org/indiana/indianapolis/3196-Winding-Ridge-Elementary-School/,"2024-11-23 06:35:29",895,NULL
442693648,"Winding Ridge Elementary School",3,Public,Elementary,1-6,0.5,https://www.greatschools.org/indiana/indianapolis/3196-Winding-Ridge-Elementary-School/,"2024-11-23 06:35:29",896,NULL
353758303,"Winding Ridge Elementary School",3,Public,Elementary,1-6,0.5,https://www.greatschools.org/indiana/indianapolis/3196-Winding-Ridge-Elementary-School/,"2024-11-26 09:21:12",897,NULL
1158326,"Mary Evelyn Castle Elementary School",6,Public,Elementary,1-6,0.5,https://www.greatschools.org/indiana/indianapolis/981-Mary-Evelyn-Castle-Elementary-School/,"2024-11-23 09:30:22",898,NULL
1138098,"Mary Evelyn Castle Elementary School",6,Public,Elementary,1-6,1.8,https://www.greatschools.org/indiana/indianapolis/981-Mary-Evelyn-Castle-Elementary-School/,"2024-11-23 09:30:22",899,NULL
1160145,"Mary Evelyn Castle Elementary School",6,Public,Elementary,1-6,0.5,https://www.greatschools.org/indiana/indianapolis/981-Mary-Evelyn-Castle-Elementary-School/,"2024-11-21 11:09:29",900,9923
1157355,"Mary Evelyn Castle Elementary School",6,Public,Elementary,1-6,0.5,https://www.greatschools.org/indiana/indianapolis/981-Mary-Evelyn-Castle-Elementary-School/,"2024-11-22 11:25:39",901,NULL
34363596,Whitaker,3,Public,Elementary,2-5,0.3,https://www.greatschools.org/ohio/cincinnati/9775-Whitaker/,"2024-11-23 09:30:22",902,NULL
34365177,Whitaker,3,Public,Elementary,2-5,0.8,https://www.greatschools.org/ohio/cincinnati/9775-Whitaker/,"2024-11-24 05:51:59",903,NULL
34363699,Whitaker,3,Public,Elementary,2-5,0.2,https://www.greatschools.org/ohio/cincinnati/9775-Whitaker/,"2024-11-20 23:54:07",904,9794
2084028530,Whitaker,3,Public,Elementary,2-5,0.4,https://www.greatschools.org/ohio/cincinnati/9775-Whitaker/,"2024-11-21 00:25:47",905,1394
2084028530,Whitaker,3,Public,Elementary,2-5,0.4,https://www.greatschools.org/ohio/cincinnati/9775-Whitaker/,"2024-11-21 00:24:35",906,1394
2084028530,Whitaker,3,Public,Elementary,2-5,0.4,https://www.greatschools.org/ohio/cincinnati/9775-Whitaker/,"2024-11-21 00:21:30",907,1394
2084028530,Whitaker,3,Public,Elementary,2-5,0.4,https://www.greatschools.org/ohio/cincinnati/9775-Whitaker/,"2024-11-21 00:22:43",908,1394
34363699,Whitaker,3,Public,Elementary,2-5,0.2,https://www.greatschools.org/ohio/cincinnati/9775-Whitaker/,"2024-11-21 11:09:29",909,9794
2084028530,Whitaker,3,Public,Elementary,2-5,0.4,https://www.greatschools.org/ohio/cincinnati/9775-Whitaker/,"2024-11-21 14:20:38",910,1394
28095261,"Pat Neff Elementary",3,Public,Elementary,2-5,0.7,https://www.greatschools.org/texas/houston/11396-Pat-Neff-Elementary/,"2024-11-23 06:36:42",911,NULL
28095261,"Pat Neff Elementary",3,Public,Elementary,2-5,0.7,https://www.greatschools.org/texas/houston/11396-Pat-Neff-Elementary/,"2024-11-23 06:38:32",912,NULL
28095261,"Pat Neff Elementary",3,Public,Elementary,2-5,0.7,https://www.greatschools.org/texas/houston/11396-Pat-Neff-Elementary/,"2024-11-23 06:39:45",913,NULL
